"Q3";"Q9";"Q16_Part_1";"Q16_Part_2"
"Japan";"400-500,000";"Python";"R"
"Austria";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Japan";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"125-150,000";"";""
"Singapore";"80-90,000";"";""
"Australia";"150-200,000";"Python";""
"I do not wish to disclose my location";"I do not wish to disclose my approximate yearly compensation";"";""
"France";"I do not wish to disclose my approximate yearly compensation";"";""
"Other";"";"";""
"India";"0-10,000";"Python";""
"Russia";"I do not wish to disclose my approximate yearly compensation";"";""
"Japan";"0-10,000";"";""
"I do not wish to disclose my location";"";"";""
"I do not wish to disclose my location";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Czech Republic";"20-30,000";"Python";""
"Japan";"80-90,000";"Python";""
"South Korea";"20-30,000";"";"R"
"India";"";"Python";""
"Switzerland";"100-125,000";"Python";""
"Russia";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Australia";"125-150,000";"Python";"R"
"Indonesia";"I do not wish to disclose my approximate yearly compensation";"";"R"
"Japan";"125-150,000";"";""
"Italy";"I do not wish to disclose my approximate yearly compensation";"";"R"
"Japan";"I do not wish to disclose my approximate yearly compensation";"";"R"
"Japan";"200-250,000";"Python";""
"Romania";"0-10,000";"Python";""
"I do not wish to disclose my location";"I do not wish to disclose my approximate yearly compensation";"";""
"Japan";"80-90,000";"Python";""
"Israel";"200-250,000";"Python";""
"Germany";"I do not wish to disclose my approximate yearly compensation";"";""
"France";"50-60,000";"Python";""
"Australia";"";"";""
"China";"";"";""
"Turkey";"0-10,000";"";""
"China";"I do not wish to disclose my approximate yearly compensation";"";""
"Czech Republic";"0-10,000";"";""
"Other";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Finland";"I do not wish to disclose my approximate yearly compensation";"";""
"Japan";"";"";""
"Spain";"";"";""
"I do not wish to disclose my location";"400-500,000";"";""
"Republic of Korea";"40-50,000";"";""
"China";"0-10,000";"";""
"Australia";"40-50,000";"Python";"R"
"India";"50-60,000";"Python";"R"
"Philippines";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Japan";"30-40,000";"Python";"R"
"Singapore";"";"";""
"Denmark";"100-125,000";"Python";""
"Japan";"40-50,000";"Python";""
"United Kingdom of Great Britain and Northern Ireland";"10-20,000";"Python";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"France";"0-10,000";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Japan";"70-80,000";"";""
"India";"0-10,000";"";""
"India";"100-125,000";"Python";"R"
"Philippines";"";"";""
"New Zealand";"I do not wish to disclose my approximate yearly compensation";"";""
"South Korea";"I do not wish to disclose my approximate yearly compensation";"";""
"Israel";"0-10,000";"";""
"Australia";"150-200,000";"";""
"India";"";"";""
"Austria";"";"";""
"China";"0-10,000";"Python";""
"India";"";"";""
"Australia";"0-10,000";"";""
"Hungary";"20-30,000";"Python";""
"India";"0-10,000";"Python";""
"India";"";"";""
"Japan";"70-80,000";"Python";""
"India";"0-10,000";"Python";"R"
"New Zealand";"";"";""
"I do not wish to disclose my location";"I do not wish to disclose my approximate yearly compensation";"";""
"Russia";"20-30,000";"Python";""
"Poland";"";"";""
"Japan";"0-10,000";"";""
"South Korea";"50-60,000";"Python";""
"India";"0-10,000";"";""
"Pakistan";"";"";""
"Australia";"I do not wish to disclose my approximate yearly compensation";"";""
"Italy";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"0-10,000";"Python";""
"India";"";"";""
"France";"60-70,000";"Python";""
"Nigeria";"";"";""
"Australia";"90-100,000";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Other";"";"";""
"South Africa";"70-80,000";"";""
"India";"20-30,000";"";"R"
"Nigeria";"0-10,000";"";""
"India";"";"";""
"Ukraine";"0-10,000";"Python";""
"Japan";"";"";""
"Australia";"";"";""
"United Kingdom of Great Britain and Northern Ireland";"";"";"R"
"India";"";"";""
"China";"";"";""
"India";"20-30,000";"";""
"Switzerland";"";"";""
"Viet Nam";"0-10,000";"";""
"India";"0-10,000";"";""
"China";"I do not wish to disclose my approximate yearly compensation";"";""
"Republic of Korea";"20-30,000";"Python";""
"Japan";"0-10,000";"Python";"R"
"I do not wish to disclose my location";"I do not wish to disclose my approximate yearly compensation";"";""
"Italy";"20-30,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"I do not wish to disclose my location";"90-100,000";"Python";"R"
"Singapore";"0-10,000";"Python";""
"Japan";"70-80,000";"Python";""
"Portugal";"";"Python";"R"
"China";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Japan";"I do not wish to disclose my approximate yearly compensation";"";""
"Japan";"0-10,000";"";""
"China";"10-20,000";"";""
"Germany";"";"";""
"Republic of Korea";"30-40,000";"Python";""
"India";"30-40,000";"Python";"R"
"India";"40-50,000";"Python";""
"China";"30-40,000";"";""
"France";"50-60,000";"";""
"South Korea";"";"Python";""
"Philippines";"";"";""
"Japan";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Iran, Islamic Republic of...";"I do not wish to disclose my approximate yearly compensation";"";""
"China";"";"";""
"I do not wish to disclose my location";"";"";""
"China";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"Australia";"80-90,000";"";""
"India";"0-10,000";"";""
"Other";"0-10,000";"";""
"China";"";"";""
"Other";"0-10,000";"Python";""
"Canada";"30-40,000";"Python";""
"Hong Kong (S.A.R.)";"I do not wish to disclose my approximate yearly compensation";"Python";""
"China";"20-30,000";"";""
"Spain";"0-10,000";"";""
"China";"";"";""
"France";"50-60,000";"Python";"R"
"India";"0-10,000";"";""
"Australia";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"Japan";"100-125,000";"Python";""
"Australia";"0-10,000";"Python";""
"Japan";"30-40,000";"";""
"India";"0-10,000";"";""
"China";"0-10,000";"";""
"Portugal";"30-40,000";"";""
"China";"I do not wish to disclose my approximate yearly compensation";"Python";""
"I do not wish to disclose my location";"30-40,000";"";""
"Nigeria";"0-10,000";"Python";""
"India";"";"";""
"India";"";"";""
"China";"10-20,000";"Python";""
"I do not wish to disclose my location";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"0-10,000";"Python";""
"China";"20-30,000";"Python";""
"China";"0-10,000";"Python";""
"China";"0-10,000";"";""
"India";"0-10,000";"Python";""
"Bangladesh";"I do not wish to disclose my approximate yearly compensation";"Python";""
"China";"0-10,000";"Python";""
"India";"";"";""
"Viet Nam";"0-10,000";"";""
"China";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Indonesia";"";"";""
"Switzerland";"80-90,000";"";""
"Japan";"50-60,000";"Python";"R"
"India";"";"";""
"France";"70-80,000";"Python";"R"
"Australia";"125-150,000";"";""
"Argentina";"10-20,000";"Python";""
"India";"0-10,000";"";""
"Singapore";"40-50,000";"Python";""
"United States of America";"";"";""
"India";"0-10,000";"Python";""
"United Kingdom of Great Britain and Northern Ireland";"50-60,000";"Python";""
"United Kingdom of Great Britain and Northern Ireland";"";"";""
"India";"0-10,000";"";""
"India";"0-10,000";"";""
"Malaysia";"I do not wish to disclose my approximate yearly compensation";"";""
"Turkey";"I do not wish to disclose my approximate yearly compensation";"";"R"
"India";"0-10,000";"";""
"Australia";"150-200,000";"Python";"R"
"China";"0-10,000";"Python";""
"Russia";"";"";""
"China";"0-10,000";"";""
"China";"I do not wish to disclose my approximate yearly compensation";"";""
"South Korea";"";"";""
"Spain";"20-30,000";"";""
"India";"10-20,000";"";""
"China";"30-40,000";"";""
"Romania";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Russia";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"";"";""
"France";"";"";""
"Australia";"60-70,000";"Python";"R"
"Belarus";"0-10,000";"";""
"I do not wish to disclose my location";"0-10,000";"";""
"India";"";"";""
"Australia";"I do not wish to disclose my approximate yearly compensation";"";""
"Italy";"0-10,000";"";""
"Iran, Islamic Republic of...";"I do not wish to disclose my approximate yearly compensation";"";"R"
"India";"40-50,000";"Python";""
"China";"40-50,000";"Python";""
"India";"0-10,000";"";""
"Other";"I do not wish to disclose my approximate yearly compensation";"";""
"China";"0-10,000";"";""
"Viet Nam";"0-10,000";"Python";""
"India";"0-10,000";"Python";""
"I do not wish to disclose my location";"10-20,000";"Python";""
"Australia";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"0-10,000";"Python";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Singapore";"";"";""
"India";"0-10,000";"Python";""
"Republic of Korea";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"China";"";"";""
"Hong Kong (S.A.R.)";"30-40,000";"";""
"India";"10-20,000";"Python";""
"India";"10-20,000";"Python";""
"I do not wish to disclose my location";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"10-20,000";"";""
"Belgium";"40-50,000";"";""
"India";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"";"Python";""
"South Korea";"";"";""
"Tunisia";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Pakistan";"30-40,000";"";""
"Japan";"";"";""
"I do not wish to disclose my location";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Spain";"20-30,000";"";""
"China";"0-10,000";"Python";""
"United Kingdom of Great Britain and Northern Ireland";"";"";""
"India";"0-10,000";"Python";""
"Japan";"0-10,000";"";""
"India";"0-10,000";"";""
"China";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Germany";"70-80,000";"";""
"Indonesia";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"";"Python";""
"Russia";"10-20,000";"Python";""
"India";"0-10,000";"Python";"R"
"Hungary";"30-40,000";"Python";""
"India";"50-60,000";"Python";""
"Australia";"";"";""
"I do not wish to disclose my location";"50-60,000";"Python";""
"India";"";"Python";""
"Bangladesh";"";"";""
"South Korea";"0-10,000";"";""
"Viet Nam";"20-30,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"Japan";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Greece";"10-20,000";"Python";"R"
"Indonesia";"";"";""
"Indonesia";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Poland";"20-30,000";"Python";""
"Germany";"40-50,000";"Python";"R"
"Egypt";"0-10,000";"";""
"Bangladesh";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"Czech Republic";"I do not wish to disclose my approximate yearly compensation";"";""
"Japan";"";"";""
"Other";"0-10,000";"";""
"India";"";"Python";""
"Republic of Korea";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Other";"20-30,000";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"South Korea";"10-20,000";"Python";""
"Australia";"200-250,000";"Python";"R"
"Japan";"I do not wish to disclose my approximate yearly compensation";"";""
"I do not wish to disclose my location";"";"";""
"Japan";"";"";""
"Malaysia";"10-20,000";"";"R"
"South Korea";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Germany";"";"";""
"China";"";"Python";"R"
"France";"20-30,000";"Python";""
"Bangladesh";"10-20,000";"Python";""
"Japan";"I do not wish to disclose my approximate yearly compensation";"";""
"Russia";"10-20,000";"Python";""
"India";"0-10,000";"";""
"India";"20-30,000";"Python";"R"
"India";"0-10,000";"";""
"Bangladesh";"";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Other";"10-20,000";"";"R"
"India";"10-20,000";"";""
"India";"0-10,000";"";""
"India";"";"";""
"Sweden";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"China";"I do not wish to disclose my approximate yearly compensation";"";"R"
"India";"200-250,000";"";""
"India";"";"";""
"Japan";"I do not wish to disclose my approximate yearly compensation";"";""
"Viet Nam";"I do not wish to disclose my approximate yearly compensation";"";""
"Republic of Korea";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Japan";"30-40,000";"Python";"R"
"Germany";"80-90,000";"Python";""
"Philippines";"I do not wish to disclose my approximate yearly compensation";"Python";""
